len, freq, err, condition, pred
3, 0.001, 0, age>58.5 & duration>431 & month_dec>0.5, 1
2, 0.147, 0.0343765510104228, duration<=719.5 & loan_no<=0.5, 0.0356472795497186
2, 0.105, 0.0793005540166205, loan_no<=0.5 & contact_cellular>0.5, 0.0868421052631579
1, 0.987, 0.102112451316994, balance<=13112.5, 0.115438498178762
1, 0.013, 0.111362607514713, balance>13112.5, 0.127659574468085
1, 0.034, 0.100865886707648, job_self_employed>0.5, 0.113821138211382
3, 0, 0, balance>1161.5 & duration>357 & month_mar>0.5, 0
2, 0.001, 0, month_mar>0.5 & poutcome_other>0.5, 0
1, 0.986, 0.0963078573767516, duration<=1201, 0.107964105440269
2, 0, 0, duration<=1194.5 & duration>1191.5, 1
2, 0.001, 0, duration<=1201 & duration>1194.5, 0
3, 0, 0, balance>2078.5 & balance<=2284 & duration>1201, 0
1, 0.178, 0.115707341537749, day<=6.5, 0.133540372670807
1, 0.822, 0.0992303219460591, day>6.5, 0.111709286675639
2, 0.001, 0, duration>1636 & education_tertiary>0.5, 0
1, 0.933, 0.0780515555555556, duration<=652, 0.0853333333333333
1, 0.1, 0.00275479991453252, duration<=60, 0.00276243093922652
1, 0.971, 0.10185177068368, balance<=7821.5, 0.115099715099715
2, 0.002, 0, balance>7821.5 & month_feb>0.5, 0
1, 0, 0, age<=18.5, 0
1, 1, 0.102259182100094, age>18.5, 0.115629322268326
1, 0.973, 0.102037383780992, balance<=8192.5, 0.115340909090909
1, 0.027, 0.109375, balance>8192.5, 0.125
2, 0.001, 0, balance>8192.5 & job_unemployed>0.5, 0
3, 0, 0, day<=4.5 & duration>287.5 & month_nov>0.5, 1
3, 0.004, 0, day>20.5 & pdays>93.5 & month_nov>0.5, 0
1, 0.855, 0.097897476534341, balance<=2465.5, 0.109996764801035
2, 0.77, 0.0629476323856, balance<=2465.5 & duration<=524.5, 0.0675044883303411
2, 0.022, 0, duration<=312.5 & month_jan>0.5, 0
2, 0.658, 0.0497625520796554, balance<=2465.5 & duration<=326.5, 0.0525210084033613
2, 0.001, 0, duration>810 & pdays>373.5, 0
1, 0.352, 0.0162243316842833, duration<=133.5, 0.016496465043205
1, 0.145, 0.126497959183673, balance>2465.5, 0.148571428571429
3, 0.001, 0, balance>4469.5 & duration<=1294 & duration>1049.5, 0
2, 0, 0, balance>4469.5 & duration>1294, 1
2, 0.001, 0, balance>2465.5 & pdays>450, 0
3, 0.001, 0, day>19.5 & previous>2.5 & month_oct>0.5, 0
3, 0, 0, duration>759.5 & pdays<=146.5 & poutcome_other>0.5, 1
1, 0.602, 0.0912103802036111, balance<=671.5, 0.101515847496555
3, 0, 0, balance<=270.5 & duration>288.5 & month_mar>0.5, 1
1, 0.188, 0.0116094281321629, duration<=86.5, 0.0117474302496329
1, 0.398, 0.118158844190019, balance>671.5, 0.136900625434329
3, 0.001, 0, balance<=7486 & balance>6445 & month_mar>0.5, 0
1, 0.264, 0.017502164559243, duration<=106.5, 0.0178197064989518
3, 0, 0, balance>7486 & duration>106.5 & month_mar>0.5, 1
1, 0, 0, duration>2135, 0
3, 0, 0, day>30.5 & marital_single>0.5 & month_jul<=0.5, 1
2, 0.015, 0.0181755829903978, day>30.5 & duration<=655, 0.0185185185185185
3, 0, 0, day<=4 & duration>884 & pdays>157, 0
4, 0.001, 0, balance<=518 & campaign<=1.5 & pdays>157 & month_jul>0.5, 1
1, 0.981, 0.101795622344403, balance<=9738, 0.115026783197068
2, 0.001, 0, balance<=9738 & balance>9435, 0
1, 0.856, 0.103558966224847, month_aug<=0.5, 0.11732385261797
1, 0.019, 0.12392354547364, balance>9738, 0.144927536231884
3, 0.002, 0, balance<=12976 & balance>10220.5 & marital_married>0.5, 0
3, 0.001, 0, day>14.5 & job_retired>0.5 & month_dec>0.5, 1
4, 0.001, 0, day<=2.5 & previous>4.5 & job_technician<=0.5 & month_sep<=0.5, 0
3, 0.001, 0, pdays<=90.5 & previous>4.5 & job_technician>0.5, 1
1, 0.156, 0.165231419844937, pdays>90.5, 0.208849557522124
1, 0.994, 0.100371303054562, age<=76, 0.113181312569522
2, 0.001, 0, duration>591 & month_sep>0.5, 1
4, 0.001, 0, age>52.5 & day>9.5 & day<=17.5 & month_feb>0.5, 1
2, 0.339, 0.0353852561432736, day>17.5 & duration<=287.5, 0.036734693877551
1, 0.895, 0.0957586673960665, pdays<=175.5, 0.10726429675425
4, 0, 0, day<=4.5 & duration>287.5 & pdays<=185.5 & pdays>175.5, 1
1, 0.092, 0.150327214976132, age<=28.5, 0.18429003021148
1, 0.908, 0.0968653697796126, age>28.5, 0.108675799086758
1, 0.546, 0.111739595491131, day<=17.5, 0.128166160081054
4, 0, 0, day<=4.5 & duration>287.5 & marital_married<=0.5 & month_may>0.5, 0
4, 0.001, 0, day<=4.5 & duration>287.5 & marital_married>0.5 & month_may>0.5, 1
4, 0, 0, day<=4.5 & duration>287.5 & campaign>3.5 & month_may>0.5, 1
2, 0.008, 0.0332936979785969, day>30.5 & duration>77.5, 0.0344827586206897
3, 0.001, 0, day>30.5 & duration>77.5 & month_jul<=0.5, 0
1, 0.302, 0.105572159830402, day<=10.5, 0.11996336996337
3, 0.001, 0, duration>884 & pdays>157 & month_jul>0.5, 0
3, 0.001, 0, day>10.5 & month_jul>0.5 & poutcome_success>0.5, 1
1, 0.997, 0.101438401357338, age<=79.5, 0.114563106796117
1, 0.003, 0.247933884297521, age>79.5, 0.454545454545455
1, 0.983, 0.101862757904528, balance<=10124, 0.115113988179004
3, 0.001, 0, age>75.5 & day<=21.5 & day>16.5, 0
1, 0.984, 0.098668288374648, month_oct<=0.5, 0.110986232087665
2, 0.001, 0, day>21.5 & pdays>477.5, 0
2, 0.027, 0.0197938985817774, duration<=688.5 & month_jan>0.5, 0.0202020202020202
2, 0.015, 0.0685871056241427, marital_married<=0.5 & month_jan>0.5, 0.0740740740740741
1, 0.864, 0.0645989572524252, duration<=454, 0.0694177863083813
3, 0.043, 0.0369822485207101, day<=20.5 & housing_no<=0.5 & month_apr>0.5, 0.0384615384615385
4, 0.001, 0, day>20.5 & duration>226.5 & housing_no<=0.5 & month_apr>0.5, 1
2, 0, 0, duration>524.5 & duration<=525.5, 1
3, 0.001, 0.16, age>55.5 & day<=3.5 & duration>524.5, 0.8
2, 0, 0, default_no<=0.5 & month_apr>0.5, 1
3, 0.001, 0, age<=28.5 & duration>524.5 & month_apr>0.5, 1
5, 0, 0, age>55.5 & day>9.5 & duration<=287.5 & job_retired<=0.5 & month_feb>0.5, 1
1, 0.977, 0.101710699226708, balance<=8833.5, 0.114916501556751
3, 0, 0, age<=26.5 & balance>8833.5 & duration>287.5, 0
1, 0.951, 0.0975823925094646, age>26.5, 0.109593023255814
1, 0.915, 0.101211163731908, pdays<=191, 0.114268440145103
3, 0, 0, duration>287.5 & pdays>191 & month_nov>0.5, 1
1, 0.999, 0.102283776826821, duration<=1986, 0.115661317100166
1, 0.799, 0.0982563007880541, balance<=1735.5, 0.110457063711911
3, 0.001, 0, balance>1735.5 & duration<=1201.5 & duration>1159.5, 0
2, 0, 0, duration>1201.5 & duration<=1205.5, 1
1, 0.975, 0.103461379146852, balance>-401.5, 0.117196367763905
3, 0.001, 0, age<=27.5 & duration>245 & month_mar>0.5, 1
2, 0.001, 0, job_services>0.5 & month_mar>0.5, 1
1, 0.645, 0.0437780790199153, duration<=242.5, 0.0458833619210978
1, 0.869, 0.10577399335703, day<=27.5, 0.120229007633588
1, 0.528, 0.031422933632176, duration<=191.5, 0.0324777370350969
2, 0, 0, age>84.5 & month_mar<=0.5, 1
3, 0.001, 0, balance>270.5 & housing_no<=0.5 & month_mar>0.5, 0
1, 0.229, 0.0793950850661626, balance<=37.5, 0.0869565217391304
3, 0.001, 0, balance<=37.5 & duration<=1086 & duration>990.5, 1
4, 0.001, 0, balance<=37.5 & duration<=1252.5 & duration>1158 & job_retired<=0.5, 1
3, 0.001, 0, duration<=1252.5 & duration>1158 & job_retired>0.5, 0
2, 0.002, 0, duration>1252.5 & job_admin>0.5, 1
1, 0.771, 0.108701670821249, balance>37.5, 0.124103299856528
3, 0.001, 0, duration<=967 & duration>927.5 & pdays>314.5, 1
2, 0.009, 0.0293847566574839, age<=30.5 & pdays>314.5, 0.0303030303030303
3, 0.001, 0, balance>37.5 & duration>967 & pdays>314.5, 0
2, 0, 0, age<=23 & job_self_employed>0.5, 1
1, 0.933, 0.0780515555555556, duration<=652.5, 0.0853333333333333
1, 0.325, 0.116386419194206, age<=34.5, 0.134468085106383
3, 0, 0, age>57.5 & duration>652.5 & job_self_employed>0.5, 1
1, 0.668, 0.113035697871014, balance>158.5, 0.129913115432354
2, 0.495, 0.030322563107694, duration<=524.5 & housing_yes>0.5, 0.0313024035774176
3, 0.043, 0.0369822485207101, day<=20.5 & housing_yes>0.5 & month_apr>0.5, 0.0384615384615385
3, 0.001, 0, day>20.5 & day<=21.5 & month_apr>0.5, 1
5, 0.002, 0, day<=20.5 & duration>524.5 & duration<=878 & default_yes<=0.5 & month_apr>0.5, 0
4, 0.001, 0, age<=47.5 & day>20.5 & duration>524.5 & month_apr>0.5, 1
1, 0.98, 0.101920616392912, balance<=9465, 0.11518915866742
3, 0, 0, duration<=210.5 & previous>2.5 & month_mar>0.5, 1
3, 0.001, 0, duration>210.5 & previous>2.5 & month_mar>0.5, 0
2, 0, 0, age>79.5 & balance>8453.5, 1
3, 0.001, 0, pdays>97.5 & job_student>0.5 & month_nov>0.5, 0
1, 0.878, 0.0978655935175888, marital_divorced<=0.5, 0.109955891619408
3, 0, 0, age>60.5 & day<=9.5 & month_nov>0.5, 1
1, 0.568, 0.0356485904817988, duration<=205, 0.0370189965903556
3, 0, 0, age<=25.5 & day>16.5 & previous>4, 0
2, 0.554, 0.0469829454520167, balance<=1116.5 & duration<=329, 0.0494258612081877
4, 0.001, 0, balance<=1116.5 & day>16.5 & month_nov>0.5 & poutcome_success>0.5, 0
4, 0, 0, balance>1116.5 & day>16.5 & month_nov>0.5 & poutcome_success>0.5, 1
2, 0.001, 0, duration<=647.5 & duration>645.5, 0
1, 0.998, 0.101792072679092, duration<=1636, 0.115022172949002
1, 0.915, 0.100069228489585, balance<=3753, 0.112791049289386
1, 0.085, 0.124422660005656, balance>3753, 0.145631067961165
1, 0.641, 0.0924399578188767, balance<=793, 0.103061664510565
3, 0.001, 0, duration<=431 & duration>401 & month_dec>0.5, 1
2, 0.27, 0.0160922712768849, duration<=129.5 & campaign<=4.5, 0.016359918200409
2, 0.29, 0.0168805722277257, duration<=129.5 & education_primary<=0.5, 0.017175572519084
3, 0, 0, age<=21.5 & campaign>4.5 & education_primary>0.5, 1
4, 0.001, 0, balance<=3317.5 & duration>129.5 & pdays<=461.5 & pdays>396.5, 1
2, 0.001, 0, balance>3317.5 & pdays>396.5, 0
2, 0, 0, pdays>461.5 & month_jul>0.5, 1
1, 0, 0, pdays>747, 0
1, 0.999, 0.101505132054039, age<=83.5, 0.114649681528662
2, 0.001, 0, age>83.5 & month_mar<=0.5, 1
3, 0, 0, previous>2.5 & job_management<=0.5 & month_mar>0.5, 0
3, 0.011, 0, previous>2.5 & job_management>0.5 & poutcome_success<=0.5, 0
1, 0.995, 0.101371433097752, pdays<=396.5, 0.114476243400945
1, 0.005, 0.228373702422145, pdays>396.5, 0.352941176470588
2, 0, 0, age<=23.5 & month_sep>0.5, 0
1, 0.98, 0.0971017787358347, age<=64.5, 0.108977978543196
1, 0.02, 0.245434623813002, age>64.5, 0.432432432432432
2, 0.148, 0.0376441022499443, duration<=738 & loan_yes>0.5, 0.0391791044776119
1, 0.812, 0.0979398611018403, balance<=1890, 0.110051107325383
1, 0.719, 0.0485547982834727, duration<=288.5, 0.0511735282801077
1, 0.955, 0.101753814765807, balance<=5912.5, 0.114972487691862
2, 0, 0, balance>5912.5 & balance<=5954.5, 0
1, 0.045, 0.112236064586548, balance>5912.5, 0.128834355828221
3, 0, 0, day>27.5 & duration>656.5 & job_housemaid>0.5, 1
1, 0.998, 0.101956246499029, duration<=1732.5, 0.115235457063712
2, 0, 0, duration<=1732.5 & duration>1689, 0
2, 0.001, 0, day<=7.5 & duration>1732.5, 0
2, 0.01, 0, day>30.5 & education_tertiary<=0.5, 0
4, 0, 0, balance<=731.5 & pdays>157 & housing_no<=0.5 & month_jul>0.5, 0
1, 0.623, 0.0920175673447388, balance<=731.5, 0.102529960053262
1, 0.377, 0.118374243514667, balance>731.5, 0.137197358767425
1, 0.015, 0.247775008899964, age>68.5, 0.452830188679245
2, 0, 0, age>68.5 & job_admin>0.5, 0
2, 0.002, 0.172839506172839, age>68.5 & duration>485.5, 0.777777777777778
3, 0.001, 0, day<=6 & education_tertiary>0.5 & month_dec>0.5, 1
1, 0.818, 0.0598308593846943, duration<=382.5, 0.0639161312140683
1, 0.988, 0.102062720783285, balance<=13615.5, 0.115373844861383
2, 0.453, 0.0255623836209917, duration<=382.5 & housing_no<=0.5, 0.0262515262515263
3, 0.001, 0, balance>13615.5 & duration<=382.5 & month_apr>0.5, 0
1, 0.523, 0.0887276392038297, balance<=484.5, 0.0984126984126984
1, 0.775, 0.097869366540562, age<=49.5, 0.109960728311317
4, 0, 0, age>49.5 & balance<=484.5 & balance>458.5 & duration>382.5, 1
1, 0.477, 0.116347484924856, balance>484.5, 0.13441483198146
3, 0, 0, day<=27.5 & duration>462.5 & month_jan>0.5, 0
1, 0.131, 0.0775639184142488, day>27.5, 0.0847457627118644
1, 0.91, 0.103505460418792, day<=28.5, 0.117253948967193
4, 0, 0, day<=28.5 & day>21.5 & pdays<=12 & previous>0.5, 1
3, 0.001, 0, day>29.5 & duration>716.5 & education_primary<=0.5, 1
2, 0.001, 0, age>61.5 & day>28.5, 1
2, 0.001, 0, balance<=8522.5 & balance>8449.5, 0
1, 0.132, 0.127719108616158, day<=5.5, 0.150313152400835
1, 0.868, 0.0981311521487802, day>5.5, 0.110296461587504
2, 0.008, 0, job_services>0.5 & education_primary>0.5, 0
4, 0, 0, duration>452.5 & campaign<=1.5 & education_primary>0.5 & month_feb>0.5, 1
4, 0.001, 0, duration>452.5 & campaign>1.5 & education_primary>0.5 & month_feb>0.5, 0
1, 0.598, 0.109591629406342, day<=18.5, 0.125288950531669
1, 0.402, 0.0909346256102546, day>18.5, 0.101169993117688
4, 0.001, 0, age<=24.5 & day<=26 & duration<=424 & month_jun>0.5, 0
3, 0, 0, age<=24.5 & day>26 & month_jun>0.5, 1
4, 0.001, 0, duration>267 & job_admin>0.5 & contact_unknown<=0.5 & month_jun>0.5, 1
1, 0.158, 0.233990905463727, duration>411.5, 0.37347294938918
1, 0.444, 0.109141112306516, age<=37, 0.124688279301746
3, 0.002, 0, balance<=523.5 & job_admin>0.5 & month_nov>0.5, 0
1, 0.986, 0.0963078573767516, duration<=1201.5, 0.107964105440269
1, 0.014, 0.2244, duration>1201.5, 0.66
1, 0.978, 0.0932646459230688, duration<=1011.5, 0.104101838755304
4, 0.001, 0, day<=20.5 & previous<=3.5 & marital_divorced>0.5 & month_oct>0.5, 0
4, 0.001, 0, day>20.5 & pdays<=313.5 & marital_divorced>0.5 & month_oct>0.5, 1
1, 0.46, 0.025743112056213, duration<=166.5, 0.0264423076923077
1, 0.954, 0.102328310974855, pdays<=313.5, 0.115719257540603
1, 0.772, 0.0537414730026593, duration<=330, 0.056989247311828
3, 0.001, 0, duration>224.5 & previous>3.5 & month_oct>0.5, 0
3, 0, 0, duration>330 & previous>3.5 & month_oct>0.5, 0
1, 0.98, 0.0945927934415663, duration<=1094.5, 0.105782792665726
3, 0, 0, duration<=1013.5 & duration>967 & pdays>313.5, 0
3, 0, 0, day<=2.5 & duration<=1094.5 & duration>1013.5, 0
4, 0, 0, day>2.5 & duration<=1094.5 & duration>1013.5 & pdays>313.5, 1
2, 0.001, 0, pdays>313.5 & month_feb>0.5, 1
2, 0.001, 0, duration>1094.5 & pdays>313.5, 0
3, 0.001, 0, balance>1161.5 & balance<=1678.5 & month_mar>0.5, 0
3, 0, 0, day<=8.5 & previous>6.5 & month_sep>0.5, 1
4, 0, 0, age<=68.5 & age>61.5 & day>8.5 & month_sep>0.5, 0
3, 0.001, 0, age>68.5 & balance<=1310.5 & duration>485.5, 1
2, 0.001, 0, age>78.5 & duration>485.5, 1
3, 0.001, 0, balance>1310.5 & duration>485.5 & contact_telephone>0.5, 0
3, 0.001, 0, balance<=4348 & duration>401 & month_dec>0.5, 1
3, 0.001, 0, age<=58.5 & balance>2642.5 & month_dec>0.5, 0
1, 0.001, 0.16, duration>1797.5, 0.2
1, 0.99, 0.0981853647690757, duration<=1303, 0.110366024029058
2, 0.153, 0.0732352546851139, duration<=1303 & month_jul>0.5, 0.0795660036166365
1, 0.969, 0.101783789824024, balance<=7486, 0.115011415525114
3, 0.001, 0, age>37.5 & balance>6445 & month_mar>0.5, 0
3, 0, 0, balance>7486 & duration<=209.5 & month_mar>0.5, 0
3, 0, 0, balance>7486 & duration>209.5 & month_mar>0.5, 1
1, 0.144, 0.0942624154078772, month_aug>0.5, 0.10536398467433
3, 0, 0, balance>2846.5 & previous>3.5 & month_aug>0.5, 0
4, 0, 0, balance<=3542.5 & duration<=1094.5 & duration>1013.5 & pdays>313.5, 1
2, 0.003, 0, balance>3542.5 & pdays>313.5, 0
2, 0.001, 0, age>73.5 & month_may>0.5, 1
2, 0.202, 0.00543462032309116, duration<=287.5 & contact_unknown>0.5, 0.00546448087431694
3, 0, 0, duration>287.5 & campaign>5.5 & job_housemaid>0.5, 1
1, 0.37, 0.0161720972113299, duration<=138.5, 0.0164424514200299
2, 0.599, 0.143103893639735, balance<=5797.5 & duration>138.5, 0.173050299953853
3, 0, 0, age<=68.5 & age>66.5 & balance>5797.5, 0
3, 0.001, 0, age>68.5 & duration<=485.5 & job_retired<=0.5, 0
2, 0, 0, age>68.5 & month_jun>0.5, 0
2, 0.089, 0.12717267883658, duration<=485.5 & pdays>180.5, 0.149532710280374
3, 0.001, 0, age>68.5 & day>13.5 & pdays>180.5, 0
4, 0.001, 0, age>68.5 & age<=71.5 & duration>485.5 & pdays<=185.5, 1
3, 0.001, 0, age>68.5 & age<=71.5 & pdays>185.5, 0
1, 0.977, 0.0930871427050392, duration<=1005.5, 0.103877724313614
2, 0.342, 0.0490987735779893, duration<=1141.5 & contact_cellular<=0.5, 0.0517799352750809
2, 0.001, 0, duration<=1118.5 & duration>1104, 0
1, 0.04, 0.0330737474197786, balance<=-290, 0.0342465753424658
4, 0.001, 0, balance>-290 & duration<=1141.5 & duration>1118.5 & contact_cellular<=0.5, 1
2, 0.001, 0, duration<=1141.5 & duration>1137.5, 1
3, 0, 0, duration>1141.5 & duration<=1179.5 & campaign<=2.5, 0
2, 0.342, 0.0490237785160807, duration<=1179.5 & contact_cellular<=0.5, 0.0516962843295638
2, 0.343, 0.04894901144641, duration<=1208.5 & contact_cellular<=0.5, 0.0516129032258065
3, 0, 0, duration>1141.5 & duration<=1208.5 & job_retired>0.5, 0
1, 0.017, 0.24, duration>1141.5, 0.6
1, 0.987, 0.096699659026926, duration<=1209.5, 0.108464125560538
1, 0.701, 0.119004547771048, month_may<=0.5, 0.138067061143984
1, 0.011, 0.224866151100535, duration>1253, 0.658536585365854
1, 0.786, 0.0556189181974811, duration<=341, 0.0591133004926108
4, 0, 0, marital_single>0.5 & loan_no<=0.5 & contact_cellular>0.5 & month_jun>0.5, 1
1, 0.214, 0.218670085264641, duration>341, 0.322997416020672
4, 0.002, 0.122448979591837, duration>341 & education_secondary>0.5 & contact_cellular>0.5 & month_jun>0.5, 0.857142857142857
2, 0, 0, job_entrepreneur>0.5 & poutcome_success>0.5, 0
1, 0.015, 0.114631541473834, balance>11809, 0.132075471698113
2, 0.001, 0, balance>13131.5 & balance<=13945.5, 0
1, 0.938, 0.100163449932138, balance<=4823, 0.112912735849057
5, 0.001, 0, balance<=4823 & balance>2550.5 & duration>807 & duration<=904 & marital_married>0.5, 1
3, 0.002, 0.1875, balance<=4823 & balance>2550.5 & duration>904, 0.25
2, 0, 0, age>76.5 & balance>4823, 1
2, 0.002, 0, age<=37 & pdays>442.5, 0
2, 0.001, 0, balance>4823 & pdays>442.5, 0
1, 0.988, 0.099176214837684, age<=70.5, 0.111639619473979
3, 0.001, 0, age<=70.5 & age>67.5 & balance<=37.5, 1
2, 0.125, 0.0279338632625891, duration<=367.5 & month_jul>0.5, 0.0287610619469027
1, 0.191, 0.22504515858013, duration>367.5, 0.342028985507246
1, 0.53, 0.0892483371951796, balance<=500.5, 0.0990615224191867
2, 0.283, 0.09039000594884, duration<=662.5 & education_tertiary>0.5, 0.100487804878049
1, 0.47, 0.116245676684688, balance>500.5, 0.134275618374558
2, 0.657, 0.0498218713236459, balance<=2448 & duration<=326.5, 0.0525872949095499
1, 0.424, 0.0814286517734799, balance<=302, 0.0894255874673629
1, 0.576, 0.116655875494122, balance>302, 0.134836852207294
3, 0.001, 0, day>21.5 & pdays<=373.5 & pdays>312.5, 0
2, 0.108, 0.0150718450645564, duration<=259 & month_jul>0.5, 0.0153061224489796
3, 0.001, 0, age>68.5 & duration>259 & month_jul>0.5, 1
1, 0.106, 0.00260414891368814, duration<=62.5, 0.00261096605744125
1, 1, 0.102234598931005, age<=93.5, 0.115597345132743
1, 0.019, 0.0147026063711294, campaign>11.5, 0.0149253731343284
2, 0.001, 0, duration>765.5 & campaign>11.5, 0
3, 0.001, 0, age<=73.5 & age>72.5 & balance<=1498.5, 0
4, 0.002, 0, age>73.5 & balance<=658 & day<=16.5 & month_dec<=0.5, 0
1, 0.009, 0.2490234375, age>73.5, 0.53125
1, 0.403, 0.121257248032937, balance>658, 0.141192597669637
3, 0.001, 0, balance<=1010 & housing_no<=0.5 & month_dec>0.5, 1
1, 0.308, 0.117352071580146, balance>1010, 0.135791366906475
4, 0, 0, balance>1010 & balance<=2949.5 & day>14.5 & month_dec>0.5, 1
3, 0, 0, balance>2949.5 & balance<=3075.5 & month_dec>0.5, 1
1, 0.861, 0.0950494932957091, pdays<=99.5, 0.106362467866324
1, 0.139, 0.142821712018141, pdays>99.5, 0.172619047619048
4, 0, 0, duration>759.5 & pdays>146.5 & job_management>0.5 & poutcome_other>0.5, 0
3, 0.036, 0.0437037468678981, age<=30.5 & balance<=1161.5 & marital_married>0.5, 0.0458015267175573
1, 0.994, 0.100371303054562, age<=76.5, 0.113181312569522
3, 0, 0, age>76.5 & balance>1161.5 & month_mar>0.5, 0
3, 0.001, 0, campaign>5.5 & contact_unknown<=0.5 & month_jun>0.5, 1
2, 0.003, 0.148760330578512, month_jun>0.5 & poutcome_success>0.5, 0.818181818181818
1, 0.027, 0.231404958677686, duration>943.5, 0.636363636363636
1, 0.604, 0.102815471822514, age<=42, 0.116353641777371
2, 0.098, 0.0457164288678222, day>19.5 & contact_unknown>0.5, 0.0480225988700565
1, 0.972, 0.0955036038729501, age<=60, 0.106939704209329
3, 0.001, 0, age>60 & day>20.5 & month_apr>0.5, 0
1, 0.576, 0.10300650049182, age<=41.5, 0.116602687140115
4, 0.002, 0, age>41.5 & balance<=704.5 & day<=3.5 & duration>524.5, 1
3, 0.003, 0, balance>173 & day<=3.5 & job_services>0.5, 0
1, 0.385, 0.117863571806051, balance>704.5, 0.136494252873563
3, 0, 0, day<=3.5 & duration>524.5 & contact_telephone>0.5, 1
1, 0.999, 0.102333000984782, balance>-1608, 0.115725359911406
4, 0.001, 0, day>7.5 & duration>287.5 & housing_yes>0.5 & month_feb>0.5, 1
3, 0.001, 0, age>60.5 & duration<=324 & month_nov>0.5, 1
3, 0.002, 0, age>60.5 & duration>324 & marital_married<=0.5, 1
4, 0, 0, age>60.5 & duration>324 & marital_married>0.5 & month_nov>0.5, 0
2, 0, 0, day>24.5 & month_nov>0.5, 0
1, 0.933, 0.100452192291835, balance<=4508.5, 0.113285883748517
1, 0.76, 0.0522355362927701, duration<=322.5, 0.0552928337577301
1, 0.858, 0.0639695447297743, duration<=440, 0.0686875201547888
3, 0.001, 0, balance>4058 & duration>440 & duration<=455.5, 0
1, 0.067, 0.125772641762967, balance>4508.5, 0.147540983606557
2, 0.002, 0, balance>4508.5 & job_unemployed>0.5, 0
3, 0.001, 0, balance>4508.5 & duration<=1294 & duration>1049.5, 0
2, 0.001, 0, balance>4508.5 & pdays>448.5, 0
2, 0, 0, balance>4508.5 & duration>1294, 1
1, 1, 0.102234598931005, duration<=3268.5, 0.115597345132743
1, 0.53, 0.0892483371951796, balance<=500, 0.0990615224191867
1, 0.47, 0.116245676684688, balance>500, 0.134275618374558
3, 0.001, 0, age<=30.5 & duration>524.5 & month_apr>0.5, 1
3, 0, 0, balance<=13112.5 & balance>7585.5 & month_oct>0.5, 0
2, 0.889, 0.0953052008833012, balance<=16192.5 & pdays<=177.5, 0.106687402799378
2, 0.001, 0, pdays>177.5 & job_unknown>0.5, 0
1, 0.983, 0.0958841407478733, duration<=1141.5, 0.107424071991001
4, 0.001, 0, balance>-290 & balance<=291 & duration<=1141.5 & duration>1118.5, 1
3, 0.001, 0, duration>1141.5 & duration<=1179.5 & contact_cellular<=0.5, 0
2, 0, 0, duration<=1179.5 & duration>1161.5, 0
3, 0, 0, duration>1141.5 & duration<=1208.5 & job_services>0.5, 0
2, 0.002, 0, duration>1208.5 & marital_divorced>0.5, 1
2, 0.001, 0, age<=22.5 & duration>456, 0
2, 0.001, 0, duration<=1201.5 & duration>1194, 0
3, 0.007, 0.164930555555556, duration>265 & contact_cellular>0.5 & month_jun>0.5, 0.791666666666667
5, 0.001, 0, balance<=1730 & duration>265 & housing_yes>0.5 & contact_cellular>0.5 & month_jun>0.5, 1
3, 0.002, 0, duration>265 & duration<=278.5 & month_jun>0.5, 0
1, 0.202, 0.117089383394372, balance>1730, 0.135430916552668
3, 0, 0, day>9.5 & job_self_employed>0.5 & month_feb>0.5, 0
1, 0.531, 0.0892069404960298, balance<=501.5, 0.099009900990099
1, 0.469, 0.116303546519925, balance>501.5, 0.134354743665292
1, 0.008, 0, campaign>17.5, 0
3, 0, 0, day>29.5 & duration>184.5 & month_aug>0.5, 0
3, 0.376, 0.0428711974404415, balance<=760.5 & duration<=364 & education_tertiary<=0.5, 0.0448859455481972
2, 0.024, 0, duration<=364 & month_jan>0.5, 0
4, 0, 0, day<=27.5 & duration>364 & duration<=454 & month_jan>0.5, 1
3, 0, 0, day<=27.5 & duration>454 & month_jan>0.5, 0
2, 0.633, 0.0485013801834175, duration<=326.5 & job_technician<=0.5, 0.0511140235910878
1, 0.996, 0.101750408588561, pdays<=451, 0.114968064426548
2, 0.001, 0, pdays<=451 & pdays>413.5, 1
1, 0.839, 0.0976814701627634, balance<=2205, 0.109719934102142
2, 0.001, 0, balance>2205 & pdays>451, 0
1, 0.992, 0.0991026328141695, duration<=1360.5, 0.11154489682097
2, 0, 0, duration<=1329.5 & duration>1310, 1
2, 0, 0, duration<=1331.5 & duration>1329.5, 0
2, 0.001, 0, duration<=1360.5 & duration>1331.5, 1
1, 0.927, 0.100487351290079, balance<=4210.5, 0.113331345064122
2, 0.002, 0, age<=33.5 & duration>1360.5, 1
3, 0, 0, day<=24 & pdays>538 & job_admin>0.5, 1
2, 0, 0, day>24 & pdays>538, 0
1, 0.076, 0.0448829027515228, balance<=-46.5, 0.0471014492753623
3, 0, 0, balance<=-46.5 & duration>1249 & campaign<=1.5, 1
3, 0.042, 0.0129847645429363, balance<=-46.5 & campaign>1.5 & month_jun<=0.5, 0.0131578947368421
2, 0.056, 0.0427712185341947, balance<=-46.5 & housing_yes>0.5, 0.0447761194029851
1, 0.077, 0.0479870713810945, balance<=-45.5, 0.0505415162454874
1, 0.924, 0.106554107354154, balance>-46.5, 0.12125748502994
1, 0.012, 0.247732426303855, age>70.5, 0.452380952380952
